#number_of_comment_lines: 79
#title: Tropospheric Ozone Assessment Report (TOAR) aggregated metrics file
#filename: TOAR_sfc_ozone_summer_global_1995-1999_aggregated.csv
#license: CC-BY4 (https://creativecommons.org/licenses/by/4.0/legalcode)
#author: Schultz, MG, Forschungszentrum Juelich GmbH, Juelich, Germany (m.schultz@fz-juelich.de)
#citation: Schultz, MG et al. (2017): Tropospheric Ozone Assessment Report, Global surface ozone datasets. https://doi.org/10.1594/PANGAEA.876108
#project: Tropospheric Ozone Assessment Report (TOAR), an IGAC-sponsored activity
#data_source: Surface ozone database at Juelich Supercomputing Centre, Forschungszentrum Juelich, Germany
#data_source_description: The TOAR surface ozone database contains hourly surface ozone measurements from over 9,600 stations around the world made between 1970 and 2015.
#data_source_reference: Schultz, MG et al. (2017): Tropospheric Ozone Assessment Report: Database and Metrics Data of Global Surface Ozone Observations. Elementa - Science of the Anthropocene, http://doi.org/10.1525/elementa.244
#data_use_policy: If you make use of this dataset in your own presentations or publications, please do three things: 1. cite the dataset (see citation above),  2. cite the data_source_reference, 3. acknowledge the TOAR initiative (http://www.igacproject.org/activities/TOAR)
#dataset_description: This file contains several statistical quantities and ozone metrics from the TOAR database at individual stations with at least 3 years of data between 1995 and 1999; data were aggregated as average summer values during this period
#data_aggregation_period: summer months (April-September in Northern hemisphere, October-March in Southern hemisphere)
#date_range: 1995-01-01 to 1999-12-31
#column01: numid; internal station number (unique identifier)
#column02: network_name; name of the measurement network/data center from which the data originated
#column03: station_id; alphanumeric identifier of station according to network conventions
#column04: station_name; name of the station as provided by network data center or station PI
#column05: station_country; country operating the station (ISO names with few exceptions)
#column06: station_type; characterization of station as "traffic", "industry", or "background" according to data provider
#column07: station_type_of_area; classification of station environment as "urban", "suburban", "rural", or "remote" according to data provider
#column08: station_lat; geographic latitude of station (degrees_north)
#column09: station_lon; geographic longitude of station (degrees_east)
#column10: station_alt; altitude of station above sea level (m)
#column11: station_google_alt; altitude of station according to Google(c) maps 
#column12: station_etopo_relative_alt; relative altitude of station versus minimum altitude in 5 km circle around station, based on ETOPO version 1 topography
#column13: station_population_density; population density at station according to GPW version 3 (people km-2); see http://sedac.ciesin.columbia.edu/gpw
#column14: station_max_population_density_5km; maximum population density in 5 km radius around station location (people km-2)
#column15: station_max_population_density_25km; maximum population density in 25 km radius around station location (people km-2)
#column16: station_nightlight_1km; stable nighttime light intensity index from NOAA-DMSP (index); see http://ngdc.noaa.gov/eog/dmsp/downloadV4composites.html
#column17: station_nightlight_5km; averaged nighttime light intensity index within 5 km radius around station (index)
#column18: station_max_nightlight_25km; maximum nighttime light intensity index within 25 km radius around station (index)
#column19: station_htap_region; region code according to TFHTAP region mapping (integer)
#column20: station_climatic_zone; numerical code designating climatic zone of station location according to IPCC, 2006; see http://eusoils.jrc.ec.europa.eu/projects/RenewableEnergy
#column21: station_dominant_landcover; numeric code designating the dominant landcover type at station location from https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mcd12c1
#column22: station_landcover_description; percent fractions of most important landcover type classes (text); data from https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mcd12c1
#column23: station_nox_emissions; NOx emissions estimate (g m-2 yr-1) from http://edgar.jrc.ec.europa.eu/htap_v2/index.php?SECURE=123
#column24: station_omi_no2_column; tropospheric NO2 column density (10^15 molecules cm-2) from Ozone Monitoring Instrument; see Krotkov et al., 2016
#column25: station_toar_category; globally consistent, objective station classifier "urban", "rural, low elevation", "rural, high elevation", or "unclassified" based on thresholds of nightlight, population_density, and no2_column; see Schultz et al., 2017
#column26: data_capture; fraction of hourly data values available in averaging period, averaged over 1995-1999
#column27: mean; mean value (nmol mol-1); no data capture threshold
#column28: dma8epa; 4th highest daily maximum 8-hour ozone mixing ratio (nmol mol-1), averaged over 1995-1999, relaxed data capture criterion, time window definition according to US EPA
#column29: dma8epa_strict; as dma8epa, but with strict data capture criterion (matching the US EPA definition, but without the exception rules)
#column30: dma8epax; 4th highest daily maximum 8-hour ozone mixing ratio (nmol mol-1), averaged over 1995-1999, relaxed data capture criterion, time window definition according to 2016 US EPA standard
#column31: dma8epax_strict; as dma8epax, but with strict data capture criterion
#column32: dma8eu; as dma8epa, but 26th highest time window definition according to EU regulations, relaxed data capture threshold
#column33: dma8eu_strict; as dma8eu, but with strict data capture criterion
#column34: avgdma8epax; average value of daily maximum 8-hour average ozone mixing ratios
#column35: somo10; sum of daily maximum 8-hour mean ozone mixing ratios exceeding 10 nmol mol-1, time window according to EU regulations, relaxed data capture criterion
#column36: somo10_strict; as somo10, but with strict data capture threshold as defined in the EU regulations
#column37: somo35; sum of daily maximum 8-hour mean ozone mixing ratios exceeding 35 nmol mol-1, time window according to EU regulations, relaxed data capture criterion
#column38: somo35_strict; as somo35, but with strict data capture threshold as defined in the EU regulations
#column39: w90; 4th highest daily maximum 5-hour W90 exposure index, averaged over 1995-1999
#column40: nvgt050; number of days with exceedance of dma8epax above 50 nmol mol-1, averaged over 1995-1999
#column41: nvgt060; number of days with exceedance of dma8epax above 60 nmol mol-1, averaged over 1995-1999
#column42: nvgt070; number of days with exceedance of dma8epax above 70 nmol mol-1, averaged over 1995-1999
#column43: nvgt080; number of days with exceedance of dma8epax above 80 nmol mol-1, averaged over 1995-1999
#column44: nvgt090; number of days with exceedance of daily maximum 1-hour ozone mixing ratios above 90 nmol mol-1, averaged over 1995-1999
#column45: nvgt100; number of days with exceedance of daily maximum 1-hour ozone mixing ratios above 100 nmol mol-1, averaged over 1995-1999
#column46: nvgt120; number of days with exceedance of daily maximum 1-hour ozone mixing ratios above 120 nmol mol-1, averaged over 1995-1999
#column47: median; median ozone mixing ratio, averaged over 1995-1999
#column48: p05; 5th percentile value, averaged over 1995-1999 (nmol mol-1)
#column49: p10; 10th percentile value, averaged over 1995-1999 (nmol mol-1)
#column50: p25; 25th percentile value, averaged over 1995-1999 (nmol mol-1)
#column51: p75; 75th percentile value, averaged over 1995-1999 (nmol mol-1)
#column52: p90; 90th percentile value, averaged over 1995-1999 (nmol mol-1)
#column53: p95; 95th percentile value, averaged over 1995-1999 (nmol mol-1)
#column54: p98; 98th percentile value, averaged over 1995-1999 (nmol mol-1)
#column55: p99; 99th percentile value, averaged over 1995-1999 (nmol mol-1)
#column56: aot40; cumulative daytime ozone mixing ratio above 40 nmol mol-1,, averaged over 1995-1999
#column57: daylight_aot40; as aot40, but using solar zenith angle to identify daytime instead of fixed 12-hour window
#column58: dark_aot40; as daylight_aot40, but accumulating over dark periods
#column59: w126; cumulative W126 exposure index derived from daytime ozone mixing ratios
#column60: w126_24h; as w126, but accumulated over 24 hours instead of 12 hours per day
#column61: daytime_avg; mean annual average of daytime ozone mixing ratios, i.e. between 8 and 20 h local time (nmol mol-1)
#column62: nighttime_avg;  mean annual average of nighttime ozone mixing ratios, i.e. between 20 and 8 h local time (nmol mol-1)
#column63: drmdmax1h; maximum of 3-months running mean of daily maximum 1-hour ozone mixing ratios (nmol mol-1)
#column64: day_of_drmdmax1h; day of the year when drmdmax1h occured, average over 3-5 year period; warning: potentially flawed for southern hemisphere stations
#column65: count; number of years included in the various metrics values
numid;network_name;station_id;station_name;station_country;station_type;station_type_of_area;station_lat;station_lon;station_alt;station_google_alt;station_etopo_relative_alt;station_population_density;station_max_population_density_5km;station_max_population_density_25km;station_nightlight_1km;station_nightlight_5km;station_max_nightlight_25km;station_htap_region;station_climatic_zone;station_dominant_landcover;station_landcover_description;station_nox_emissions;station_omi_no2_column;station_toar_category;data_capture;mean;dma8epa;dma8epa_strict;dma8epax;dma8epax_strict;dma8eu;dma8eu_strict;avgdma8epax;somo10;somo10_strict;somo35;somo35_strict;w90;nvgt050;nvgt060;nvgt070;nvgt080;nvgt090;nvgt100;nvgt120;median;p05;p10;p25;p75;p90;p95;p98;p99;aot40;daylight_aot40;dark_aot40;w126;w126_24h;daytime_avg;nighttime_avg;drmdmax1h;day_of_drmdmax1h;count
3338;UBA;DEUB028;Zingst;Germany;background;rural;54.43667;12.72528;1.0;1.0;1.0;349;386;6619;9.0;6.38;60.0;4;3;11;Water: 55.7 %, Croplands: 20.5 %, Mixed forest: 8.7 %, Cropland/Natural vegetation mosaic: 8.3 %, Permanent wetlands: 2.3 %, Grasslands: 2.2 %, Evergreen Needleleaf forest: 1.2 %;0.093612;2.31;1;0.963706739526;35.8401133473;69.9405266667;69.6963816667;69.9405266667;69.6963816667;54.8208864286;54.6686378571;43.4260474815;6350.33658764;6356.49208031;1882.42791395;1888.09909387;121.139423592;38.2;10.4;4.0;1.4;1.0;0.0;0.0;35.40509;17.49778;21.76534;28.80377;42.65554;49.568624;54.720377;61.1414588;67.0619408;8626.48212577;8545.62001233;3522.02285681;8015.98318448;11274.3700374;39.2239186322;32.5477370135;51.2875546299;165.0;5
3340;UBA;DENW067;Bielefeld-Ost;Germany;background;urban;52.023169;8.548389;102.0;106.0;29.0;16176;16191;16191;60.0;54.3;62.0;4;3;13;Croplands: 38.6 %, Cropland/Natural vegetation mosaic: 32.5 %, Urban and built-up: 16.4 %, Mixed forest: 11.4 %;14.1422;5.23;0;0.929280510018;23.8486226375;71.1176016667;71.0361516667;71.1176016667;71.0361516667;54.992294;54.1589825;36.2188324665;5179.72890142;5250.5871584;1309.70431825;1329.27701249;131.642823066;27.4;13.2;3.6;1.2;1.8;0.8;0.0;22.50568;1.00248;3.0726012;11.92952;32.9816;44.480032;53.65273;63.7076;69.3039384;6144.46293767;6078.77049497;1422.28870182;6739.76950431;8364.23464801;28.5431815148;18.8880158123;47.421372435;190.2;5
3342;UBA;DENW021;Bottrop-Welheim;Germany;industrial;urban;51.525963;6.976908;40.0;31.0;6.0;20282;34286;39682;61.0;60.95;63.0;4;3;13;Urban and built-up: 47.2 %, Mixed forest: 23.7 %, Cropland/Natural vegetation mosaic: 12.5 %, Croplands: 8.6 %, Evergreen Needleleaf forest: 6.1 %;19.9934;10.48;3;0.954553734062;21.8347567967;79.0393025;79.0393025;79.0393025;79.0393025;56.50854;56.1424546429;36.3753328355;5130.52762014;5183.31036534;1420.31744344;1446.23249275;243.747831976;32.4;20.4;10.0;4.0;4.0;1.2;0.0;19.5985;1.00248;1.00248;7.5186;31.27738;44.319644;56.12132;69.241302;77.2671528;7952.36559869;8064.54366483;790.841965998;10036.8446172;11196.3850076;29.3704034235;14.0566911437;49.7711112642;185.8;5
3343;UBA;DENW008;Dortmund-Eving;Germany;background;urban;51.536911;7.457463;75.0;68.0;6.0;27057;27082;39682;62.0;59.77;63.0;4;3;13;Urban and built-up: 41.1 %, Mixed forest: 23.7 %, Croplands: 20.8 %, Cropland/Natural vegetation mosaic: 11.7 %, Evergreen Needleleaf forest: 1.9 %;17.1243;9.12;3;0.953233151184;21.6304754154;75.9127925;75.9127925;75.9127925;75.9127925;55.0030417857;54.3532175;35.6624661729;5015.03086521;5075.23874547;1316.83259233;1353.75928395;198.549307986;32.4;18.0;6.6;1.8;1.6;0.8;0.0;19.49822;1.00248;1.152852;7.418348;31.37762;44.575276;54.938407;66.3030336;73.536932;7375.79601544;7393.7789537;766.220658433;8669.17789835;9622.69452283;29.01920454;14.127361401;47.1470470328;176.4;5
3347;UBA;DENW058;Hürth;Germany;industrial;suburban;50.876121;6.873789;90.0;92.0;20.0;9046;13039;31661;58.0;54.24;63.0;4;3;13;Urban and built-up: 47.3 %, Croplands: 32.7 %, Mixed forest: 13.9 %, Cropland/Natural vegetation mosaic: 4.0 %, Evergreen Needleleaf forest: 1.4 %;6.39128;9.03;0;0.946493624772;24.2369660454;77.190965;77.190965;77.190965;77.190965;58.0811825;57.5172875;37.8864298536;5412.54931814;5448.99426879;1527.79110129;1549.48086806;239.826315182;35.6;20.4;8.4;4.2;4.6;1.6;0.2;22.40542;1.202976;3.408432;11.77912;33.28236;46.1642;56.384508;69.4929304;76.5649012;8546.32925329;8576.53736283;891.242183929;10352.4355436;11509.6013982;31.1252488725;17.1241989836;50.215678759;186.0;5
3348;UBA;DENW042;Krefeld-Linn;Germany;background;urban;51.337669;6.640242;32.0;34.0;5.0;16721;22153;36502;55.0;54.69;63.0;4;1;13;Urban and built-up: 42.4 %, Croplands: 29.3 %, Cropland/Natural vegetation mosaic: 12.2 %, Mixed forest: 10.2 %, Evergreen Needleleaf forest: 4.9 %;12.121;11.79;0;0.94412568306;22.6460256966;80.3738175;80.3738175;80.3738175;79.98536;58.60121;56.83435;37.2898563503;5348.32066828;5376.76225036;1539.50045366;1557.12523119;257.757730666;33.2;20.4;11.0;4.6;5.2;2.8;0.2;20.19998;1.00248;1.403472;8.420828;32.33;45.66294;56.45717;70.3520384;78.8365474;8238.77403071;8375.05385485;1152.44585605;10331.5269245;11967.9997394;29.4924227879;15.4464616997;51.0251172776;187.0;5
3353;UBA;DENW015;Marl-Sickingmühle;Germany;background;suburban;51.69896;7.122713;42.0;35.0;1.0;10971;10981;39682;45.0;34.7;62.0;4;3;13;Urban and built-up: 33.4 %, Cropland/Natural vegetation mosaic: 24.7 %, Mixed forest: 22.8 %, Croplands: 16.0 %, Evergreen Needleleaf forest: 2.0 %;40.3277;9.97;0;0.941575591985;23.6761845211;83.3687325;82.3787825;83.3687325;82.616875;58.9691021429;58.3443375;39.3426115783;5628.27267288;5658.58815067;1699.10848685;1708.51614818;282.628585424;40.0;21.4;12.0;4.0;4.8;2.4;0.4;22.0295;1.00248;1.00248;8.019832;34.48532;47.61778;58.309256;71.3435208;78.4520828;9764.80960592;9859.35256411;874.083067759;11972.9797504;13251.4240728;32.1257252719;14.8380614031;51.7415274713;173.8;5
3355;UBA;DENW038;Mülheim-Styrum;Germany;background;urban;51.45346;6.865107;37.0;38.0;10.0;24526;36502;39682;63.0;61.81;63.0;4;1;13;Urban and built-up: 49.4 %, Mixed forest: 19.4 %, Croplands: 12.1 %, Cropland/Natural vegetation mosaic: 10.5 %, Evergreen Needleleaf forest: 6.6 %;15.3988;11.75;3;0.952276867031;20.4684695066;79.4987475;79.4987475;79.4987475;79.4987475;55.2348610714;54.6611139286;34.6595078812;4828.87610346;4863.61455495;1297.42678141;1314.75786817;254.091099756;28.6;19.2;9.0;3.8;4.2;2.0;0.0;17.56845;1.00248;1.00248;5.964756;29.62326;43.111672;54.767978;68.3029712;77.114772;7476.81135577;7554.58094046;689.641152623;9375.48857246;10356.0843749;27.8298153937;12.8055880802;48.0437776016;186.4;5
3357;UBA;DENW065;Netphen (Rothaargebirge);Germany;background;rural;50.930328;8.191932;635.0;641.0;221.0;3386;3389;3401;6.0;8.59;57.0;4;3;5;Mixed forest: 82.3 %, Urban and built-up: 7.0 %, Cropland/Natural vegetation mosaic: 5.7 %, Evergreen Needleleaf forest: 3.4 %, Croplands: 1.1 %;0.961857;3.69;0;0.941120218579;38.8121933876;81.4514925;81.1507475;81.4461185714;81.1453735714;66.727575;65.9130625;46.0357099573;7058.34765061;7054.16955513;2669.37019081;2668.10067274;231.618654057;59.0;32.0;14.4;5.8;4.0;1.6;0.0;36.44016;17.39304;21.30272;27.81882;48.4699;60.218968;67.26642;75.1579284;80.5502782;14367.7492088;15135.8228738;9766.50852596;16190.8139866;28105.9300297;40.7744612074;36.7466901783;55.7876375801;164.8;5
3358;UBA;DENW074;Niederzier;Germany;industrial;rural;50.883475;6.469363;105.0;105.0;106.0;4056;4060;17017;44.0;36.72;60.0;4;3;12;Croplands: 54.1 %, Urban and built-up: 22.8 %, Mixed forest: 13.1 %, Cropland/Natural vegetation mosaic: 6.9 %, Grasslands: 2.5 %;4.70057;8.96;0;0.929280510018;27.1024875791;84.9727125;82.3349475;84.9727125;84.9727125;59.9644180952;58.9216485714;41.7426518892;6047.77716851;6066.48681809;1880.09565576;1875.55790642;265.635951152;41.4;24.8;12.0;5.6;6.0;2.4;0.2;25.76372;1.553844;4.5061476;14.27281;36.84114;49.547582;59.99842;73.8867816;81.045508;10546.2595089;10671.8661755;1311.88674424;13001.9263466;14930.8754434;34.7926090193;19.0205402169;53.7752519415;182.8;5
